,production_company,movie_count,ganancia_total
1420,Martien Holdings A.V.V.,1,18340000.0
1421,Marubeni,1,17804565.0
1422,Marvel Studios,6,20402651.0
1423,Marvin Worth Productions,1,5546827.0
1424,Marvista Entertainment,1,11455.0
1425,Mary Pickford Company,2,15831213.0
1426,Mascaret Films,1,306941670.0
1427,Mascot Pictures,1,48428063.0
1428,Matador Pictures,3,414261480.0
1429,Mate Producciones S.A.,1,738599701.0
1430,Mattel,1,3.0
1431,Mattel Playground Productions,1,346485.0
1432,Maurice Cowan Productions,1,192400.0
1433,Maurice Devereaux Productions,1,36894225.0
1434,Maurice Tourneur Productions,1,2586511.0
1435,Max TV,1,43000000.0
1436,Media 8 Entertainment,1,23507567.0
1437,Media Asia Films,2,246133088.0
1438,Media Asia Films Ltd.,1,20.0
1439,Media Education Foundation,1,13865435.0
1440,Media Pro Pictures,1,908847.0
1441,Media Rights Capital,1,44.0
1442,Media Talent Group,1,53587404.0
1443,MediaTrade,1,249204.0
1444,Mediaset,1,924317558.0
1445,Medusa Distribuzione,2,18549972.0
1446,Medusa Film,4,253035615.0
1447,Medusa Produzione,1,777423.0
1448,Megalovision,1,41170784.0
1449,Melnitsa Animation Studio,1,2300000.0
1450,Melville-Talbot Productions,1,25792310.0
1451,Melvin Simon Productions,1,26657534.0
1452,Memfis Film,2,48618284.0
1453,Merchant Ivory Productions,6,399174036.0
1454,Merchant Pacific Corporation,1,103735.0
1455,Mercury,1,8279017.0
1456,Mercury Films,1,6193901.0
1457,Merlin Films,1,71320000.0
1458,Merton Park Studios,1,24000000.0
1459,Metro Communications,2,31998092.0
1460,Metro Pictures Corporation,1,2455831.0
1461,Metro-Goldwyn-Mayer,1,178174.0
1462,Metro-Goldwyn-Mayer (MGM),159,13607943063.0
1463,Mezhrabpom-Rus,1,2000000.0
1464,Michael Cacoyannis Productions,1,752215857.0
1465,Michael Todd Company,1,1423000.0
1466,Midnight Sun Pictures,1,24159934.0
1467,Mighty Cheese Productions,1,1928985.0
1468,Mij Film Co.,1,18755936.0
1469,Mike Zoss Productions,1,65470529.0
1470,Mikona Productions GmbH & Co. KG,1,176070171.0
1471,Mil Nubes-Cine,1,33053559.0
1472,Mile High Productions,1,38585.0
1473,Milestone Productions,1,90753806.0
1474,Milky Way Image Company,1,30226144.0
1475,Millennium Films,3,106803771.0
1476,Miller Consolidated Pictures (MCP),1,15298355.0
1477,Minds Eye Entertainment,2,234023709.0
1478,Ministero del Turismo e dello Spettacolo,1,11576431.0
1479,Ministry of Information,1,60487945.0
1480,Ministry of Propaganda Films,1,35168966.0
1481,Mira Filmes,1,85241496.0
1482,Miracle Pictures,1,1261000.0
1483,Mirage Enterprises,1,7266383.0
1484,Miramax,3,88998290.0
1485,Miramax Films,71,6605922800.0
1486,Miravista Films,1,1845034188.0
1487,Mirror Maze,1,21107746.0
1488,Miso Film,2,2174230.0
1489,Mission Films,1,121179.0
1490,Mitteldeutscher Rundfunk (MDR),2,566210.0
1491,Moby Dick Films,1,177584879.0
1492,Moffitt-Lee Productions,1,120680.0
1493,Mogador Film,1,20211394.0
1494,Momentum Films,1,114281051.0
1495,Mon Voisin Productions,1,15478800.0
1496,Monarch Pictures,1,215496.0
1497,Monica Beach Media,1,284139100.0
1498,Monkey Pack Films,1,1338365.0
1499,Monogram Pictures,3,2753835.0
1500,Monsoon Pictures,1,154648887.0
1501,Mont Blanc Pictures,1,10337387.0
1502,Monterey Films,1,17037887.0
1503,Monument Pictures,1,12974636.0
1504,Moody Independent,1,155760117.0
1505,Moody Street Pictures,1,109000000.0
1506,Moonlighting Films,1,17273593.0
1507,Moonshot Pictures,1,2801508.0
1508,Moonstone Entertainment,1,497366869.0
1509,Morgan Creek Productions,6,1803523112.0
1510,Mosaic Media Group,1,4856298.0
1511,Mosfilm,16,696698841.0
1512,Motion Picture Corporation of America,2,102218897.0
1513,Motion Picture Corporation of America (MPCA),1,53676580.0
1514,"Motion Picture Group, The",1,1200398.0
1515,Mouka Filmi Oy,1,47042000.0
1516,Mount Everest Enterprises Ltd,1,17472.0
1517,Movieworld Productions,1,132511035.0
1518,Moving Train Productions,1,10000000.0
1519,Movision,1,4678405.0
1520,Moxie Firecracker Films,1,525.0
1521,Mpower Pictures,1,38502340.0
1522,Mr. E Productions Inc.,1,11301649.0
1523,Mr. Mudd Production,1,71154592.0
1524,Murakami-Wolf Productions,1,1646788.0
1525,Murder Inc.,1,41744718.0
1526,Muse Productions,1,76578641.0
1527,Myriad Pictures,1,7500000.0
1528,Myrrdin,1,1500000.0
1529,Myung Film Company,2,43102295.0
1530,NALA Films,1,6900000.0
1531,NBC Universal Television,1,1585582.0
1532,NGN Productions,1,7133082.0
1533,NHK Enterprises,1,96070507.0
1534,NRK Drama,1,18016290.0
1535,NWR Film Productions,1,8475466.0
1536,Nais Film,1,2228951.0
1537,Namesake Entertainment,1,1192322.0
1538,Nancy Enterprises Inc. (I),1,109862682.0
1539,Narrow Bridge Films,1,245000.0
1540,Nat Holt Productions,1,6075.0
1541,National Broadcasting Company,1,26810113.0
1542,National Cinematografica,1,14356479.0
1543,National Film Board of Canada,1,7500000.0
1544,National Film Board of Canada (NFB),2,395003.0
1545,National Film Organization,1,8135031.0
1546,National Filmi Oy,1,862.0
1547,National Lampoon Productions,1,110.0
1548,"Navalakha Arts, Media & Entertainment",1,561085.0
1549,Neal Street Productions,1,12764201.0
1550,Neil Breen Films,1,632443719.0
1551,Nelson Entertainment,1,2415396.0
1552,Nelvana,1,36489888.0
1553,Neo Art & Logic,1,100523181.0
1554,Neo Productions,1,16900000.0
1555,Nero-Film AG,2,332517591.0
1556,NetFlix,2,1363428143.0
1557,Netflix,1,13092000.0
1558,Netherlands Government,1,230000000.0
1559,New Amsterdam Entertainment,3,53710040.0
1560,New Century Entertainment Corporation,1,27610873.0
1561,New Century Producers,1,20173742.0
1562,New Holland Pictures,1,652105443.0
1563,New Horizon Picture Corp.,1,18.0
1564,New Legend Media,1,47351251.0
1565,New Line Cinema,84,6123786264.0
1566,New Oz Productions,1,190213455.0
1567,New South Wales Film & Television Office,2,125045056.0
1568,New South Wales Film Corp.,2,42867534.0
1569,New Wave Entertainment,3,24092850.0
1570,New World Pictures,19,279159172.0
1571,New World Television,2,526433199.0
1572,New Yorker Films,1,67738090.0
1573,New Zealand Film Commission,2,79423989.0
1574,Newman-Foreman Company,1,89417.0
1575,Newmarket Capital Group,3,104822197.0
1576,Newmarket Films,1,96542059.0
1577,Newtown Productions,1,55260558.0
1578,Next Wednesday Productions,2,100732106.0
1579,Nick Wechsler/Miracle Pictures,1,342835.0
1580,Nickelodeon Movies,1,10500000.0
1581,Nicolas Entertainment,1,30859000.0
1582,Nightwatcher Films,1,155160045.0
1583,Nihon Eiga Shinsha,1,224920315.0
1584,Nikkatsu,6,42842710.0
1585,Nilsen Premiere,1,140795793.0
1586,Nimar Studios,1,16344.0
1587,Nimbus Film Productions,1,124731534.0
1588,Nina Saxon Film Design,1,365134.0
1589,Nippon Shuppan Hanbai (Nippan) K.K.,2,62380653.0
1590,No Frills Film Production,1,670774.0
1591,No Limit Films,1,8359717.0
1592,Nomados Film,1,19294901.0
1593,Nopal Army,1,148868835.0
1594,Nord Ouest Production,1,19724334.0
1595,Nordisk Film,10,194175180.0
1596,Norm-Iris,1,39388.0
1597,Norris Brothers Entertainment,1,1108561013.0
1598,Norsk Rikskringkasting (NRK),1,80197993.0
1599,Norstar Entertainment,2,17479755.0
1600,North American Film Enterprises,1,884100.0
1601,North American Star System,1,18479.0
1602,North by Northwest Entertainment,2,89389845.0
1603,Northern Lights,1,1243961.0
1604,Nouvelles Éditions de Film,1,1107542.0
1605,Nova International Films,1,238227.0
1606,Nowhere Sp. z o. o.,1,8646157.0
1607,Nu Image / Millennium Films,1,1805884.0
1608,Nu Image Films,6,186836560.0
1609,Nuova Linea Cinematografica,1,635096.0
1610,Nuyorican Productions,2,527182072.0
1611,O Entertainment,1,212385533.0
1612,O.N.C.I.C.,1,6928068.0
1613,O.T.A. Productions,1,31987563.0
1614,O2 Filmes,2,59251227.0
1615,Obregon Cinematografica,1,26900000.0
1616,Oceana Media Finance,1,7871522.0
1617,October Films,7,434470452.0
1618,Océanic Films,1,7471304.0
1619,Odd Lot Entertainment,1,1179676.0
1620,Odyssey Entertainment,1,24689703.0
1621,Odyssey Media,2,100011486.0
1622,Off Hollywood Pictures,1,2225098.0
1623,Office Kitano,3,240421963.0
1624,Offside,1,2750275.0
1625,Oil Factory,1,39438674.0
1626,Omega Entertainment,1,519876949.0
1627,Omega Micott Inc.,1,217764291.0
1628,Omega Project,2,18273061.0
1629,OmniaTV,1,47000000.0
1630,One Of Those Productions,1,22456509.0
1631,One Race Productions,1,2054941.0
1632,Onyx Films,1,21170563.0
1633,Oops Doughnuts Productions,1,24145613.0
1634,Open City Films,2,69310633.0
1635,Optimum Productions,1,12639297.0
1636,Orenda Films,1,30036000.0
1637,Original Film,3,63623878.0
1638,Original Media,1,14723313.0
1639,Original Pictures,1,98337295.0
1640,Orion Pictures,44,2133429977.0
1641,Orion Pictures Corporation,3,19479071.0
1642,Orizzonte 2000,1,747862775.0
1643,Orly Films,2,12419689.0
1644,Oscilloscope Laboratories,2,52459753.0
1645,Out of Africa Entertainment,1,11000000.0
1646,Outpost Productions,1,851517.0
1647,Over 9000 Pictures,1,7087452.0
1648,Overseas FilmGroup,4,51023149.0
1649,P.A.C.,1,3082901.0
1650,P.T. Insantra Film,1,14000.0
1651,PBS,2,13269110.0
1652,PCH Films,1,97571250.0
1653,PECF,1,17011.0
1654,PHD Productions,1,472370.0
1655,PM Entertainment Group,1,6100000.0
1656,PSC,1,10652498.0
1657,PSO International,1,19595031.0
1658,Paco Cinematografica,1,641.0
1659,Palace Pictures,2,16350000.0
1660,Palisades Pictures,1,307811.0
1661,Palladium Productions,1,116000000.0
1662,Palm Pictures,2,166673296.0
1663,Palo Alto Productions,1,115350426.0
1664,Palomar,1,731753.0
1665,Palomar Pictures,3,443323012.0
1666,Pan Entertainment,1,32000000.0
1667,Panamax Films,1,15500000.0
1668,Pandora Cinema,2,70009031.0
1669,Pandora Filmproduktion,6,439423954.0
1670,Paper Street Films,1,14100000.0
1671,Par-Par Productions,1,12000000.0
1672,Parabolic Pictures,1,17479.0
1673,Paradis Films,1,54000000.0
1674,Paradise Films,1,850000000.0
1675,Paradox Spillefilm A/S,1,289847354.0
1676,Paragon Films Ltd,1,81350000.0
1677,Paragon Films Ltd.,2,743811469.0
1678,Parallel Films,1,13000000.0
1679,Paramount,1,13500000.0
1680,Paramount Classics,1,33231264.0
1681,Paramount Famous Lasky Corporation,1,369884651.0
1682,Paramount Pictures,260,16535823390.0
1683,Paramount Vantage,1,38804615.0
1684,Parc Film,1,7553105.0
1685,Pariah Entertainment Group,2,34082508.0
1686,Paris Film,3,15496665.0
1687,Park Avenue Productions,1,17092453.0
1688,Park Cinema Production,1,179000.0
1689,Parkes/Lasker productions,1,5820015.0
1690,Parkwood Entertainment,1,33456317.0
1691,Participant Media,1,371876278.0
1692,Participant Productions,1,145570827.0
1693,Parts and Labor,2,273886.0
1694,Party Productions,1,472370.0
1695,Parva Cinematografica,1,18000000.0
1696,Passion Pictures,1,60141683.0
1697,Patalex IV Productions Limited,1,27762648.0
1698,Pathe Productions,1,107071655.0
1699,Pathé,1,136766062.0
1700,Pathé Distribution,2,142404705.0
1701,Pathé Films,1,15.0
1702,Pathé Renn Productions,1,219417255.0
1703,Pathé!,1,5728213.0
1704,PeaceOut Productions,2,1802243.0
1705,Pellicola,1,162146076.0
1706,Películas Rodríguez,1,133771.0
1707,Peninsula Films,1,819939.0
1708,Penn Station Entertainment,2,8874472.0
1709,Penta Pictures,1,40084041.0
1710,Penthouse Films International,1,117758500.0
1711,Perathon Film-und Fernsehproduktions GmbH,1,11100000.0
1712,Periclean Productions,1,7847000.0
1713,Periscope Entertainment,1,610792.0
1714,Permut Presentations,2,53333552.0
1715,Persistent Entertainment,1,779137.0
1716,Persky-Bright Productions,1,3250000.0
1717,Peter McCarthy / Front Films,1,11000000.0
1718,Peter Rogers Productions,1,160602194.0
1719,Peter Walker (Heritage) Ltd.,1,841.0
1720,Phaedra Cinema,1,164508066.0
1721,Phantom Film,1,118034273.0
1722,Phantom Four,1,44695.0
1723,Phoenix Cinematografica,1,2450846.0
1724,Phoenix Films,1,609524.0
1725,Photoplay Productions,1,235432.0
1726,Picture Players Productions,1,26096852.0
1727,Pictures in Paradise,1,946461.0
1728,Pierce-Williams Entertainment,1,145000000.0
1729,Pig Newton,1,56825.0
1730,Pioneer Pictures Corporation,1,46770602.0
1731,Pixar Animation Studios,7,511048780.0
1732,Plan B Entertainment,2,24994328.0
1733,Planet Film Productions,1,17709155.0
1734,Planet Grande Pictures,1,13809.0
1735,Planet Productions,2,95179055.0
1736,Platinum Dunes,1,14200000.0
1737,Play Art,1,676698.0
1738,Playboy Enterprises,1,399.0
1739,Playtone,1,25800.0
1740,Plitt Theaters,1,6459020.0
1741,Plum Pictures,2,243036010.0
1742,Plymptoons,1,700000.0
1743,PolarStar Entertainment,1,2159041.0
1744,PolyGram Audiovisuel,1,763847.0
1745,PolyGram Filmed Entertainment,13,630513187.0
1746,Polygram Filmed Entertainment,1,6834525.0
1747,Ponti-De Laurentiis Cinematografica,1,1044824.0
1748,Pop Films,1,1400000.0
1749,Port au Prince Film & Kultur Produktion,1,230000.0
1750,Portrait Films,1,78000000.0
1751,Posa Films,1,539957.0
1752,Powercorp,1,20645327.0
1753,Praesens-Film,1,863416141.0
1754,Pravoslavnaya Encyclopaedia,1,2685000.0
1755,Prayer Flag Pictures,1,100914445.0
1756,Preferred Film & TV,1,34441873.0
1757,Premise Media Corporation,1,17741298.0
1758,Prescience,1,35485056.0
1759,Pressman-Williams,1,12800000.0
1760,Primate Pictures,1,77112176.0
1761,Pro-ject Filmproduktion,1,20225989.0
1762,Proartel S.A.,1,500.0
1763,Procirep,6,220669584.0
1764,Prodigy Pictures,2,202496997.0
1765,Producciones Anhelo,1,2025238.0
1766,Producciones Yanco,1,156844753.0
1767,Production I.G,1,22707064.0
1768,Production I.G.,1,83761844.0
1769,Productions Sigma,1,13168027.0
1770,Productora Ocio,1,287506194.0
1771,Produzione D.S. (Dario Sabatello),1,4400000.0
1772,Produzioni De Laurentiis International Manufacturing Company,1,19660000.0
1773,Produzioni De Sica,1,60328000.0
1774,Produzioni Europee Associati (PEA),2,58212107.0
1775,Produzioni Intersound,2,49960030.0
1776,Produções António Lopes Ribeiro,1,168180.0
1777,Profit,1,214600.0
1778,Projector Films,1,16441438.0
1779,Projektions-AG Union (PAGU),2,103771951.0
1780,Proletkult,1,319131050.0
1781,Promark Entertainment Group,1,8910819.0
1782,Prometheus Film Productions Ltd,1,71485043.0
1783,Promises Film Project,1,77741732.0
1784,Pronto Film,1,6.0
1785,Propaganda Films,9,878061484.0
1786,Prospero Pictures,1,11130889.0
1787,Proton Cinema,1,151165787.0
1788,Provenance Pictures,1,3347647.0
1789,Providence Entertainment,1,100020092.0
1790,Provident Films,1,20138836.0
1791,Puja Entertainment (India),1,67112664.0
1792,Punch 21 Productions,1,11000000.0
1793,Pupcake Productions,1,923.0
1794,Pyramide Productions,4,359882477.0
1795,Pātea Film Collective,1,3342697.0
1796,Q Productions,1,302710615.0
1797,Quad Productions,1,63833449.0
1798,Quadra Entertainment,1,108000000.0
1799,Quanta Centro de Produções Cinematográficas,1,17393.0
1800,Quincy Jones-David Salzman Entertainment,1,136982834.0
1801,Quixote Films,1,23510601.0
1802,Quorum Films,1,226286.0
1803,Qwerty Films,3,65766316.0
1804,R&C Produzioni,1,3102550.0
1805,R. D. Banshal & Co.,1,2724474.0
1806,R.P. Productions,1,144216468.0
1807,RAI Radiotelevisione Italiana,4,136466330.0
1808,RE STUDIO Renata Czarnkowska-Listos,1,9100000.0
1809,REN-Mar Studios,1,22400154.0
1810,RHI Entertainment,1,101657.0
1811,RKO Pictures,2,369803349.0
1812,RKO Radio Pictures,46,7169371372.0
1813,"RKO Radio Pictures, Inc.",1,136150434.0
1814,RM Films International,1,123494610.0
1815,RT Features,1,18317151.0
1816,RVML Animation,1,9200000.0
1817,RabbitBandini Productions,4,152511518.0
1818,Radiant Film GmbH,1,21500000.0
1819,Rai Cinema,3,410912590.0
1820,Rai Cinemafiction,1,163794509.0
1821,Rainmaker Entertainment,1,97594140.0
1822,Rainmark Films,1,19613.0
1823,Rakontur,1,82169884.0
1824,Ralph M. Like Productions,1,55184721.0
1825,Ralph Smart Productions,1,25312387.0
1826,Rankin/Bass Productions,1,13204291.0
1827,Rapi Films,1,2710.0
1828,Rasta International,1,62357900.0
1829,Rastar Films,1,35856053.0
1830,Rastar Pictures,2,27720071.0
1831,Raymond Stross Productions,1,75700498.0
1832,Razor Film Produktion GmbH,1,3878993.0
1833,Realitism,1,1328467.0
1834,Recorded Picture Company (RPC),1,11341016.0
1835,Red Bull Media House,1,33125.0
1836,Red Carpet,1,1055287.0
1837,Red Chillies Entertainment,1,57096190.0
1838,Red Lion,1,95242.0
1839,Red Wine Pictures,1,27297451.0
1840,Red-horse Native,1,10278549.0
1841,Redeemable Features,1,7000000.0
1842,Reel FX Creative Studios,1,21571189.0
1843,Reeleyes Film,1,767820459.0
1844,Regal Entertainment,1,98450062.0
1845,Regal Films Inc.,1,1300000.0
1846,Regal films,1,232617430.0
1847,Regency Enterprises,27,2549564049.0
1848,Regenerate Films,1,112343513.0
1849,Relativity Media,2,9516443.0
1850,Renaissance Films,2,77482414.0
1851,Renaissance Pictures,1,2691899.0
1852,Renegade Pictures,1,4270000.0
1853,Renegade Worldwide,1,20416563.0
1854,Renn Productions,6,938097865.0
1855,Reno Productions,1,176391.0
1856,Republic Entertainment International,1,5000000.0
1857,Republic Pictures,5,417442110.0
1858,Republic Pictures (I),2,847524367.0
1859,Restraining Order,1,81967450.0
1860,Reteitalia,4,48297327.0
1861,Reunion Pictures,4,42032078.0
1862,Revelations Entertainment,2,474843944.0
1863,Revere Pictures,1,490964.0
1864,Revolution Films,4,72523393.0
1865,Revolution Studios,3,77845392.0
1866,Revolutionary Eye LLC,1,19000000.0
1867,Rex-Film GmbH,1,25035950.0
1868,Rhea Films,1,68411275.0
1869,Rhino Films,1,16757163.0
1870,Rhino Home Video,1,3919731.0
1871,Rhombus Media,1,1347747.0
1872,Rhône-Alpes Cinéma,2,1421240.0
1873,Rich Animation Studios,1,9771658.0
1874,Richard-Oswald-Produktion,1,9612469.0
1875,Rigas Entertainment,1,5164404.0
1876,Rigas Kinostudija,1,130541.0
1877,Rigel Entertainment,1,81368.0
1878,Rio Negro,1,23198652.0
1879,Ritz-Carlton Pictures,1,378667.0
1880,River Road Entertainment,3,357201194.0
1881,Road Movies Filmproduktion,2,153333871.0
1882,Road Movies Filmproduktion GmbH,3,60152200.0
1883,Robert Simonds Productions,1,57269863.0
1884,Robert Stigwood Organization (RSO),2,72692670.0
1885,Robert Stone Productions,1,140161792.0
1886,Rockers Film Corporation,1,38200000.0
1887,Rodeo,1,346147658.0
1888,Rofima Cinematografica,1,1169603.0
1889,Rogue Pictures,3,76089789.0
1890,Rolling M. Productions,1,770132.0
1891,Romania Film,1,58785180.0
1892,Rome Paris Films,2,432144.0
1893,Romulus Films,2,34700000.0
1894,Room 608,1,486937.0
1895,Rosa Filmes,1,19300000.0
1896,Rose & Ruby Productions,2,27012278.0
1897,Ross Hunter Productions Inc.,1,1600000.0
1898,Rotor Film Babelsberg,1,278300000.0
1899,Roxbury Films,1,6916869.0
1900,Roxy Film,2,67136076.0
1901,Royal College of Art,1,13624522.0
1902,Royal Oaks Entertainment,1,13446769.0
1903,Royal Oaks Entertainment Inc.,2,379158340.0
1904,Ruby in Paradise,1,1001437.0
1905,Ruckus Films,1,1663931.0
1906,Rundfunk Berlin-Brandenburg (RBB),1,314195.0
1907,Running Reel Films,1,126.0
1908,Running With Scissors,1,59192128.0
1909,Russ-Arts,1,58405313.0
1910,Russkoe Schastie Entertainment,1,9420546.0
1911,Ruthless Pictures,2,7969267.0
1912,Rysher Entertainment,3,79938388.0
1913,Récifilms,1,2340.0
1914,Révillon Frères,1,70000000.0
1915,SBS,1,1221366.0
1916,SC Films International,1,42238454.0
1917,SE8 Group,1,1535558.0
1918,SF Film Production ApS,2,14366377.0
1919,SKM,1,24793509.0
1920,SLM Production Group,3,72857243.0
1921,SPVision,1,500000.0
1922,SRO Pictures,1,13818181.0
1923,SVT Drama,3,49368286.0
1924,Saban Entertainment,2,93894027.0
1925,Sai Enterprise,1,603900354.0
1926,Saltmill,1,1641825.0
1927,Salty Features,1,288347692.0
1928,SamFilm Produktion,1,9930095.0
1929,Samsung Entertainment,1,18634643.0
1930,Samuel Bronston Productions,1,184890.0
1931,Samuel Fuller Productions,1,100.0
1932,Samuel Goldwyn Company,2,24949053.0
1933,"Samuel Goldwyn Company, The",11,1495602490.0
1934,Sandollar Productions,2,77164515.0
1935,Sandrews,3,46748275.0
1936,Sandy Howard Productions,1,237113184.0
1937,Santa Clara Productions,1,17218023.0
1938,Santa Fe Productions,1,82703.0
1939,Santana Pictures Corporation,1,30000000.0
1940,Saratoga Film Corporation,1,71009334.0
1941,Sat.1,1,111127553.0
1942,Saturn Films,3,94120476.0
1943,Satyajit Ray Productions,1,16000.0
1944,Savoy Pictures,4,27965893.0
1945,Scala Productions,2,105193156.0
1946,Schramm Film Koerner & Weber,1,226904017.0
1947,Schweizer Fernsehen,2,312290751.0
1948,Sci Fi Pictures,1,14333790.0
1949,Scorpio Studio,1,70181428.0
1950,Scott Free Productions,1,45895.0
1951,Scott Rudin Productions,2,1160914714.0
1952,Scottish Screen,1,37710610.0
1953,Scout Productions,1,75902208.0
1954,Screen Australia,3,216735619.0
1955,Screen Gems,7,468777223.0
1956,Screen Gems Television,1,11000000.0
1957,Screen Guild Productions,1,50365377.0
1958,Screen West Midlands,1,6670712.0
1959,Scythia Films,1,964206.0
1960,"Seafarers International Union, Atlantic & Gulf Coast District, American Federation of Labor",1,3838.0
1961,Seasonal Film Corporation,2,6912481.0
1962,Section Eight,1,773228.0
1963,Security Pictures,1,173930596.0
1964,Segal-Tokofsky Productions Inc.,1,27092880.0
1965,Selmur Productions,1,10000000.0
1966,Selznick International Pictures,1,63463.0
1967,Semi-Professional,1,88273.0
1968,Senator Film Produktion,5,834612023.0
1969,Seoul Films,1,58840.0
1970,September Dawn,1,18197398.0
1971,Serenade Films,1,181674817.0
1972,Serendipity Point Films,3,9421050.0
1973,Serpent Films Productions,1,7644937.0
1974,Seven Arts Productions,3,95821941.0
1975,Shakespeare Film Company,1,119000410.0
1976,Shakey Pictures,1,6660333.0
1977,Shanghai Film Group,1,1100000.0
1978,Shanghai Kid Films,1,29541790.0
1979,Shangri-La Entertainment,1,42064105.0
1980,Shapiro-Glickenhaus Entertainment,1,938212738.0
1981,Shaw Brothers,10,332511665.0
1982,Sherwood,1,7000000.0
1983,Sherwood Productions,1,53977250.0
1984,Shochiku,2,6482646.0
1985,"Shochiku Co., Ltd.",1,5761917.0
1986,Shochiku Company,4,722958904.0
1987,Shochiku-Fuji Company,1,4557214.0
1988,Shogakukan,1,494506.0
1989,Shooting Gallery,3,55804282.0
1990,Shoreline Entertainment,1,1410778.0
1991,Showbox,1,311.0
1992,Showtime Entertainment Television,1,1.0
1993,Shree Venkatesh Films,1,215283742.0
1994,Shôchiku Eiga,10,180142272.0
1995,Si Litvinoff Film Production,1,141047179.0
1996,Sideshow Pictures,1,124494.0
1997,Sidney Kimmel Entertainment,2,67436049.0
1998,Sidus Pictures,1,151161491.0
1999,Sigma Films Ltd.,1,2411145.0
2000,Sigmund Neufeld Productions,1,5240.0
2001,Signature Pictures,1,31651.0
2002,Silent Hill DCP Inc.,1,77920346.0
2003,Silent Night Releasing Corporation,1,155545279.0
2004,Silver Films,2,226658044.0
2005,Silver Pictures,10,563751138.0
2006,Silver Screen Partners,3,55324798.0
2007,Silver Screen Partners II,1,16393000.0
2008,Silver Screen Partners III,4,99736251.0
2009,SilverLight Entertainment,1,282358.0
2010,Silverscreen Films,1,4500000.0
2011,Silverwood Films,1,3106559.0
2012,Simcom Limited,1,11642254.0
2013,Siriol Productions,1,88100000.0
2014,Sirk Productions,1,8914881.0
2015,Site B,2,37196524.0
2016,Sixth Wave Productioins,1,93820758.0
2017,Skyra Entertainment,1,5578519.0
2018,Skyscraper Films,1,2107925.0
2019,Sleepy Whippet,1,809342332.0
2020,Slotint,1,126546518.0
2021,Slovenská filmová tvorba Koliba (SFT),1,134.0
2022,Small Form Films,1,1519557910.0
2023,Smokescreen Inc.,1,62852.0
2024,Smokewood Entertainment,1,26121638.0
2025,Smokewood Entertainment Group,1,769653595.0
2026,Snoot Entertainment,1,1776935.0
2027,Sochiku,1,362000072.0
2028,Società Europea Films Internazionali Cinematografica (SEFI),1,1826705.0
2029,Société Française de Production (SFP),2,626090.0
2030,Société Nouvelle Pathé Cinéma,1,70136369.0
2031,Société Nouvelle de Cinématographie,2,272835651.0
2032,Sofica Europacorp,2,346208339.0
2033,Sofracima,1,1076075.0
2034,Sogetel,1,10920544.0
2035,Solar Films inc.,1,10422387.0
2036,Solar Productions,1,3.0
2037,Solventdreams,1,170000.0
2038,Sonet Film AB,1,381420.0
2039,Sonnis,1,258022233.0
2040,Sonocam,1,17986781.0
2041,Sony Music Entertainment Japan,3,1121179824.0
2042,Sony Picture Imageworks,1,11500000.0
2043,Sony Pictures,1,18928.0
2044,Sony Pictures Animation,2,261692744.0
2045,Sony Pictures Classics,8,479006610.0
2046,Sony Pictures Home Entertainment,5,511864718.0
2047,Soprofilms,1,27206120.0
2048,South Pacific Pictures,2,166063879.0
2049,Sovereign Pictures,1,25482931.0
2050,Sovexportfilm,1,272912430.0
2051,Sovkino,1,22000000.0
2052,Soyuzmultfilm,2,13792160.0
2053,SpA Cinematografica,1,14899417.0
2054,Space Films Polytechna,1,1334173.0
2055,Sparklight Films,1,9700000.0
2056,Speak Productions,1,2434658.0
2057,Special Affects films,1,2541554.0
2058,Spectacular Trading International,1,61619773.0
2059,Spellbound Films,1,331957105.0
2060,Spheeris Films Inc.,1,7000000.0
2061,Spin Prods. LLC,1,61255921.0
2062,Spitfire Productions,1,4104962.0
2063,Splendid Film,1,7900000.0
2064,Splendid Pictures,1,37095657.0
2065,Spring Creek Productions,1,50892160.0
2066,Spring Films,1,1697294.0
2067,Spyglass Entertainment,5,282531485.0
2068,Spéva Films,1,37884.0
2069,Square Enix,1,15431177.0
2070,Sri Lakshmi Narasimha Productions,1,2760000.0
2071,Sri Venkateswara Cine Chitra,1,1023784195.0
2072,St. Michael Finance Limited,1,20666667.0
2073,Stag Films,1,753808.0
2074,Stand See,1,20060051.0
2075,Standard Arts,1,40924982.0
2076,Stanley Kramer Productions,5,182701534.0
2077,Stanley Kubrick Productions,2,120229890.0
2078,Star Cinema Productions,1,1775316.0
2079,Star Film Company,1,90007945.0
2080,Star Partners II Ltd.,1,320145693.0
2081,Star Ritz Productions Co Ltd,1,5275000.0
2082,Star-Film,2,14431675.0
2083,Starway International Inc.,1,13609396.0
2084,Starz Animation,1,7938872.0
2085,Status Media & Entertainment,1,15000000.0
2086,Steamroller Productions,2,53009250.0
2087,Steel Mill Pictures,1,194168700.0
2088,Steen Herdel Filmproduktion,1,1339650.0
2089,Steen Herdel Filmproduktion ApS,1,260354.0
2090,Stefano Film,3,49393776.0
2091,StellaNova Film,1,81381.0
2092,Stellar Mega Films,1,3.0
2093,Sterling Pictures Ltd,1,69929545.0
2094,Steve White Productions,1,159773545.0
2095,Stick Figure Productions,1,49830607.0
2096,Stillking Films,1,102854431.0
2097,Stolen Car Productions,1,164433867.0
2098,Stone Group Pictures,1,1750301.0
