,production_company,movie_count,ganancia_total
719,Endgame Entertainment,1,585349010.0
720,Enlightenment Productions,1,165888.0
721,Enso Entertainment,1,19829957.0
722,Ensueño Films,1,1675706.0
723,Entertainment Partners Ltd.,1,4300000.0
724,Entre Chien et Loup,2,25394501.0
725,Eon Productions,5,225805062.0
726,Epic Pictures Group,1,30553394.0
727,Epic Productions,3,492432272.0
728,Epidemic Films,1,97838349.0
729,Epidemic Pictures,1,80547866.0
730,Epithète Films,2,48126443.0
731,Epix,1,376141306.0
732,Epoch Film Co.,1,13200000.0
733,Epsilon Motion Pictures,4,297826054.0
734,Equipe Moacyr Fenelon,1,282382.0
735,Eros International,1,1428291.0
736,Escándalo Films,1,3347647.0
737,Eskwad,1,84375061.0
738,Essex Productions,1,20324096.0
739,Etalon film,1,226286.0
740,Eureka Pictures,5,262987477.0
741,Eurimages,1,10631747.0
742,Euro International Film (EIA),1,11837022.0
743,Europa Film,1,126737428.0
744,EuropaCorp,1,796368.0
745,Europäische Film-Allianz,1,523511.0
746,Euterpe,1,78000586.0
747,Evdon Films,1,8500000.0
748,Evenstar Films,1,107196498.0
749,Ex Nihilo,2,16758145.0
750,Excel Entertainment,1,61548707.0
751,Exclusive Media Group,1,86165646.0
752,Executive Productions,1,4500.0
753,Existential Films,1,13380561.0
754,Exodus Film Group,1,163733697.0
755,"Experimental Film Studio, Moscow",1,609123048.0
756,Extinct Production,1,12601706.0
757,Eye Entertainment,1,14631377.0
758,Eyeworks Touchdown,1,16337881.0
759,F Comme Film,1,1015339.0
760,F.O.D. Productions,2,31277558.0
761,FGM Entertainment,1,96568.0
762,FM Entertainment International N.V.,1,684351.0
763,FSC Productions,1,9221.0
764,FU2 Productions,1,38992758.0
765,FUNimation Entertainment,1,37884.0
766,Falling Sky Entertainment,1,66122026.0
767,FallsApart Productions,1,2275557.0
768,Famous Artists Productions,1,63766510.0
769,Famous Films (II),1,59612888.0
770,Fandango,2,285397743.0
771,Fantefilm,1,35022.0
772,Farabi Cinema Foundation,1,34234008.0
773,Fathom Studios,1,269958228.0
774,Fatorville Films,1,3606395.0
775,Feature Productions,1,34725000.0
776,Fennada-Filmi Oy,1,40055439.0
777,Fern Gully Tales,1,206728.0
778,Fernando Trueba Producciones Cinematográficas S.A.,1,203277636.0
779,Ferndale Films,1,231976425.0
780,Fidelity Films,1,102000000.0
781,Fidélité Productions,1,12413650.0
782,Figaro,1,24134.0
783,Filbert Steps Productions,1,38793283.0
784,Fildebroc,1,117270765.0
785,Film 1,1,57284237.0
786,Film 4,1,1332231.0
787,Film Afrika Worldwide,1,425368238.0
788,Film Base,1,19606617.0
789,Film Concorde,1,1646788.0
790,Film Council,3,679271972.0
791,"Film Department, The",1,1247946.0
792,Film Foundry Partners,1,20400000.0
793,Film Four International,1,12706478.0
794,Film Horizon,1,118243066.0
795,Film Master,1,698200.0
796,Film Publishers,1,3.0
797,Film Rock,1,122233971.0
798,Film Roman Productions,2,27986194.0
799,Film Tank,1,143101.0
800,Film Tiger,1,58058367.0
801,Film Ventures International (FVI),1,31554855.0
802,Film Victoria,1,10848783.0
803,Film Workshop,4,32332041.0
804,Film i Väst,2,403458454.0
805,FilmBuff,1,566006.0
806,FilmDallas Pictures,1,111858363.0
807,FilmDistrict,1,64626786.0
808,FilmNation Entertainment,1,126041322.0
809,Filmacres,1,320092.0
810,Filmadora Panamericana,1,2403885.0
811,Filmation Associates,1,217022588.0
812,Filmax,2,65698277.0
813,Filmax Entertainment,1,5355847.0
814,Filmazure,1,623722818.0
815,Filmboard Berlin-Brandenburg (FBB),2,286022994.0
816,Filmfabriken Baltic Sea AB,1,373967.0
817,Filmfair Communications,1,2039000.0
818,Filmfour,1,4099000.0
819,Filmhaus,1,34566746.0
820,Filminor,1,76398.0
821,Filmirage,2,44710894.0
822,Filmivabrik,1,2341534.0
823,Filmlance International AB,3,151052170.0
824,Filmline International,1,861789.0
825,Filmové Studio Barrandov,6,29161583.0
826,Filmové studio Barrandov,1,41299492.0
827,Films 59,1,276921998.0
828,Films A.B.C.,1,67872296.0
829,Films A2,3,89291081.0
830,Films Domireew,1,295750.0
831,Films Sonores Tobis,1,18902015.0
832,Filmscope Entertainment,1,18340000.0
833,Filmstiftung NRW,1,5275000.0
834,Filmstudio Bucuresti,1,67918658.0
835,Filmways Australasian,1,5809330.0
836,Filmways Pictures,7,458701493.0
837,Filmwerks,1,15171476.0
838,Filmworks/FX,1,13500000.0
839,Fin Août Productions,2,692710692.0
840,Fine Line Features,22,1367816335.0
841,Finnish Film Foundation,1,109676311.0
842,Finos Film,1,18642.0
843,Fire Island Films,1,28818995.0
844,First Artists,3,73956021.0
845,First Choice Films,1,6856989.0
846,First Floor Features,2,18881279.0
847,First Floor Features (co-production),1,129042871.0
848,First Generation Films,1,35424826.0
849,First Look Pictures,1,165615285.0
850,First National Pictures,9,826324728.0
851,First Point Entertainment,1,1261947.0
852,First Position Films,1,538983207.0
853,First Sun,1,869.0
854,First Thought Films,1,382946.0
855,Flatland Pictures,1,215000000.0
856,Flatland Productions,1,350170057.0
857,Flavor Unit Entertainment,1,133771.0
858,Flicks Motion Pictures,1,1431623.0
859,Flora Film,1,2642899.0
860,Focus Features,1,23000000.0
861,Fog City Pictures,1,3333000.0
862,Fogbound Inc.,1,10600000.0
863,Folimage,1,33700.0
864,Fondo para la Producción Cinematográfica de Calidad (FOPROCINE),1,148336445.0
865,Fons Rademakers Produktie,1,72778712.0
866,Force Majeure Productions,1,5578519.0
867,Forensic Films,1,65705772.0
868,Foresight Unlimited,2,878410223.0
869,Formosa Productions,1,151203.0
870,Forte Andrzej Celinski Hanna Polak,1,16174377.0
871,Fortissimo Films,2,173013520.0
872,Fortress Features,1,205298907.0
873,Forward Pass,1,55089.0
874,Foundation Entertainment,1,890871626.0
875,Fountainbridge Films,1,73180723.0
876,Four Square Productions,1,20158808.0
877,Fox 2000 Pictures,14,550129326.0
878,Fox Atomic,2,86291774.0
879,Fox Entertainment Group,1,14859394.0
880,Fox Film Corporation,8,539171256.0
881,Fox Searchlight Pictures,31,2277975381.0
882,Fox Star Studios,1,121790373.0
883,Fox Television Studios,2,9385656.0
884,FoxTelecolombia,1,429766.0
885,Fragile Films,1,38120905.0
886,Fragmighty,1,65070412.0
887,Fral Spa,1,563706.0
888,Frame 29 Films,1,63802.0
889,France 2 (FR2),1,7449681.0
890,France 2 Cinéma,18,668813409.0
891,France 3 Cinema,1,74000000.0
892,France 3 Cinéma,7,531322010.0
893,Franchise Pictures,6,438091567.0
894,Franco London Films,3,30220738.0
895,Francoriz Production,2,33022472.0
896,Franfilmdis,1,49579269.0
897,Frankovich Productions,2,848241751.0
898,Franz Seitz Filmproduktion,1,325233863.0
899,Freak Show Entertainment,1,1100000.0
900,Fred F. Finklehoffe Productions,1,14358033.0
901,Freeride Entertainment,1,31911598.0
902,Fribergs Filmbyrå AB,1,112343513.0
903,Friedman-Lewis Productions,1,1400000.0
904,Fries Entertainment Films,1,29400000.0
905,Frisco Productions Limited,1,3123963.0
906,Front Street Productions,2,169747078.0
907,Front Street Studios,1,9879971.0
908,Fu Works,1,604942143.0
909,Fugitive Features,1,47410000.0
910,Fuji TV,1,1400000.0
911,Fuji Television Network,1,370668.0
912,Full Moon Entertainment,1,16775.0
913,Full Stealth Films,1,2415472.0
914,Fulvia Film,1,8100000.0
915,FunHouse Features,1,53213633.0
916,Funny-Films Oy,1,14061361.0
917,Fénix Cooperativa Cinematográfica,1,314432665.0
918,Fígaro Films,1,18971000.0
919,GAGA,1,92100.0
920,GFP Medienfonds,1,55125.0
921,GFT Entertainment,1,15530077.0
922,GIW,1,27312.0
923,GMM Tai Hub (GTH),4,10505193.0
924,GMT Productions,1,279735.0
925,Gabriel Pascal Productions,1,2850000.0
926,Gaeta / Rosenzweig Films,1,392000694.0
927,Gafer Producciones,1,44352417.0
928,Gainax,1,16178959.0
929,Gainsborough Pictures,2,5620000.0
930,Galatée Films,1,415440673.0
931,Gar Bo Films Company,1,1075178.0
932,Gaumont,17,749634660.0
933,Gaumont British Picture Corporation,2,54902953.0
934,Gaumont International,3,79627358.0
935,Gaylord Films,1,15992615.0
936,"Geffen Company, The",1,20036737.0
937,Geffen Pictures,2,225164403.0
938,Gen Productions,1,955401.0
939,Generate,2,12820184.0
940,Generator Entertainment,1,123726688.0
941,Gentle Machine Productions LLC,1,333912.0
942,George Albert Smith Films,1,223003.0
943,George King Productions,1,9489829.0
944,George Pal Productions,1,13700000.0
945,Ghost House Pictures,5,947980820.0
946,Ghost Pictures,1,2413427.0
947,Giant Flick Films,1,694600.0
948,Giant Screen Films,1,16815892.0
949,Gigantic Movie,1,2277396.0
950,Gimages Développement,1,19478106.0
951,Girafa Filmes,1,110206216.0
952,Girl & Chocolate Skateboards,1,16700000.0
953,Gladden Entertainment,3,342883574.0
954,Glass Eye Pix,3,211698809.0
955,Global Pictures,1,13644292.0
956,Globe Enterprises,2,3833958.0
957,Globe Films,1,188126.0
958,Globo Filmes,2,13190967.0
959,Gloria Films,1,299268508.0
960,Gloria-Film GmbH,1,1000000.0
961,Godspeed Pictures,1,365522.0
962,Golan-Globus,5,151230128.0
963,Golan-Globus Productions,3,45837900.0
964,Gold Circle Films,3,95641824.0
965,Gold-Gems Ltd.,1,5900000.0
966,Gold/Miller Productions,1,1458000.0
967,Goldcrest Films International,7,219265199.0
968,Golden Harvest Company,10,537813939.0
969,Golden State Productions,1,5.0
970,Golden Way Films Ltd.,2,28752275.0
971,Goldwyn Pictures Corporation,1,114830111.0
972,Gonzo,1,500000.0
973,Good Film Company,1,6682098.0
974,Good Machine,1,3180674.0
975,Goodtimes Enterprises,1,239894.0
976,Gordon Company,1,14697005.0
977,Gorky Film Studio,1,2262223.0
978,Gotham Group,2,115514641.0
979,Government of West Bengal,1,536364.0
980,Gower Street Pictures,1,11301649.0
981,Gowrimeenakshi Movies,1,133346506.0
982,Gracie Films,6,248745089.0
983,Grack Films,1,4882577.0
984,Gramercy Pictures,6,110964136.0
985,Granada Film Productions,3,72953432.0
986,Granada Television,1,18172849.0
987,Grand March Movie Production Company Ltd.,1,3554460.0
988,Great American Films Limited Partnership,1,3000000.0
989,Greek Film Center,2,564463867.0
990,Green Lions,1,104507.0
991,Green Parrot,1,58853106.0
992,GreeneStreet Films,1,180622424.0
993,Greenfox,1,7242035.0
994,Greentrees Films,1,13960203.0
995,Greenwich Film Productions,1,11744471.0
996,Grindfist,1,123899.0
997,Grosvenor Park Media Ltd.,1,7356393.0
998,Grosvenor Park Productions,1,4000000.0
999,Group Film Productions,1,1759252.0
1000,Group TAC,2,54972994.0
1001,Group W,1,161772375.0
1002,Grovas-Oro Films,1,10900434.0
1003,Gruppo Minerva International,1,3360000.0
1004,Guardian Trust Company,1,17768757.0
1005,Guerilla Films,1,207945075.0
1006,Gus Productions,1,145793296.0
1007,Güney Film,1,85154.0
1008,H.L.S. Ltd.,1,38307627.0
1009,HAL Films,1,22030000.0
1010,HBO,3,752295139.0
1011,HBO Films,8,160002333.0
1012,HDNM Entertainment,1,381509870.0
1013,HDNet Films,1,14894347.0
1014,HILT Productions,1,9234510.0
1015,HSI Productions,1,65460.0
1016,HSX Films,1,244386864.0
1017,Habbekrats,1,66456.0
1018,Hachette Première,1,5900000.0
1019,Hakuhodo Inc.,1,102205175.0
1020,Hal Roach Studios,5,157240422.0
1021,Hal Wallis Productions,1,39481.0
1022,Hallmark Entertainment,2,165164764.0
1023,Hammer Film Productions,11,220862369.0
1024,HanWay Films,3,93104305.0
1025,HandMade Films,2,61832309.0
1026,Handmade Films Ltd.,3,223506655.0
1027,Handshake Productions,1,519876949.0
1028,Hangman Film Company,1,42000000.0
1029,Hanna-Barbera Productions,1,1750211.0
1030,Happy Endings A/S,1,15.0
1031,HarBel Productions,1,46546197.0
1032,Harbour Pictures,1,33828318.0
1033,Harcourt Productions,1,56932305.0
1034,Harmony Gold,1,157920733.0
1035,Harpo Films,1,31853080.0
1036,Harun Farocki Filmproduktion,1,57330873.0
1037,Harvey Mason Media,1,15134293.0
1038,Haut et Court,4,99510755.0
1039,Havoc,1,39363635.0
1040,Hawk Films,2,61000000.0
1041,Haxan Films,1,9500000.0
1042,Head Gear Films,1,700000.0
1043,Hecht-Hill-Lancaster Productions,1,8200000.0
1044,Heimatfilm GbR,1,5332926.0
1045,Heliopolis,1,24804129.0
1046,Helkon Media AG,2,402002372.0
1047,Helsinki Filmi Oy,1,652105443.0
1048,Hemdale Film,3,129139503.0
1049,Hemdale Film Corporation,2,18709303.0
1050,Hi-Rez Films,1,17200925.0
1051,Hibiscus Films,1,163169.0
1052,Himenóptero,1,1429299.0
1053,Hobart Bosworth Productions,1,46089287.0
1054,Hobby Films,1,248000000.0
1055,Hoche Productions,1,40000000.0
1056,Holdean,1,1725381.0
1057,Holedigger Films,1,85306374.0
1058,Hollywood Media Bridge,2,675503311.0
1059,Hollywood Pictures,30,1491894026.0
1060,Hollywood Pictures Corporation (II),1,12000000.0
1061,Hollywood Treasures,1,64191523.0
1062,Home Box Office (HBO),4,8748421.0
1063,Hopscotch Films,1,12118661.0
1064,Horosho Production,1,3.0
1065,Hot Property Films,1,2676077.0
1066,Houtsnede Maatschappij N.V.,1,108332743.0
1067,Huaxia Film Distribution Company,1,2106557.0
1068,Hubert Bals Fund,1,41296320.0
1069,Hughes Entertainment,2,115160857.0
1070,Hypnopolis,1,233755553.0
1071,IDG China Media,1,17425000.0
1072,IFC Films,3,239786777.0
1073,IFC Productions,4,503814892.0
1074,IM Global,2,95772596.0
1075,IMAS Filmproduktion,1,150166126.0
1076,IMAX,5,151556948.0
1077,IRE Productions,1,146900000.0
1078,IRIS Films,1,13936.0
1079,IRS Media,1,6000000.0
1080,ITC Entertainment,1,33463969.0
1081,ITC Movie,1,13983.0
1082,Ibermedia,2,95567295.0
1083,Iblis Films,1,478207520.0
1084,Icon Entertainment International,3,236801258.0
1085,Icon Productions,3,186041442.0
1086,Identity Films,1,39598448.0
1087,Idéale Audience,1,20728.0
1088,Ignite Entertainment,2,10033031.0
1089,Ignition Pictures,1,1156730962.0
1090,Ikiru Films,2,57897363.0
1091,Illusion Entertainment Group,1,109423648.0
1092,Image Entertainment,2,47568040.0
1093,Imagine Entertainment,16,1899062756.0
1094,Immortal Thoughts,1,623933331.0
1095,Impact Films,1,2425000.0
1096,Impact Pictures,3,118389054.0
1097,Impala,1,1213880.0
1098,Imprint Pictures,1,180590.0
1099,Impéria,1,54956140.0
1100,Incentive Filmed Entertainment,1,8020.0
1101,Incorporated Television Company,1,39321715.0
1102,Incorporated Television Company (ITC),4,22589864.0
1103,Indecom Cinema,1,86175.0
1104,Independent Artists,1,144492830.0
1105,Independent Digital Entertainment,1,30822861.0
1106,Independent Film Channel,1,33788161.0
1107,Independent Film Channel (IFC),1,13022756.0
1108,Independent Moving Productions Inc. (IMPinc.),1,75143.0
1109,IndieProd Company Productions,1,7282851.0
1110,Indion Entertainment Group,1,17011.0
1111,Industrial Development Corporation of South Africa,1,282570682.0
1112,Industry Entertainment,1,25000000.0
1113,Infinite Frameworks Pte. Ltd.,1,145896422.0
1114,Inforg Stúdió,1,1056938.0
1115,Ingenious Film Partners,5,294799855.0
1116,Initial Entertainment Group (IEG),1,10443316.0
1117,Insight Film Studios,2,131878875.0
1118,Insignia Films,1,1016985.0
1119,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),1,140175006.0
1120,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),2,101869064.0
1121,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),3,119364365.0
1122,Insurgent Media,2,203341.0
1123,Integral Film,1,70442940.0
1124,InterPositive Media,1,175706.0
1125,Intercapital,1,8178569.0
1126,Intermedia Films,4,57444553.0
1127,Intermedia Network,1,3082901.0
1128,Intermondia Films,1,114247.0
1129,Interscope Communications,1,28780255.0
1130,Intrinsic Value Films,1,2944752.0
1131,Ion de Sosa Filmproduktion,1,20.0
1132,Irish Dreamtime,2,294589494.0
1133,Irish Film Board,1,160112671.0
1134,Irwin Entertainment,1,155160045.0
1135,Island Pictures,2,127404430.0
1136,Isle of Man Film,3,239070211.0
1137,Istituto Luce,1,15250000.0
1138,Ital-Noleggio Cinematografico,2,128976674.0
1139,Italian International Film,2,31121077.0
1140,Ivan Tors Productions,1,246984278.0
1141,Iyara Films,1,60000000.0
1142,Iéna Productions,1,4385516.0
1143,J&M Entertainment,1,64256513.0
1144,J. Barry Kulick Production,1,1500000.0
1145,JA Entertainment,1,43967255.0
1146,JD Productions,2,243586650.0
1147,JDI productions,1,1148752.0
1148,JVC Entertainment,1,102000000.0
1149,JVC Entertainment Networks,1,7230000.0
1150,JW Films,1,3360800.0
1151,Jack Giarraputo Productions,1,26488734.0
1152,Jadran Film,3,11682926.0
1153,Jaleo Films,1,60487945.0
1154,Janus Films,1,643034466.0
1155,Japan America Picture Company,1,8500000.0
1156,Jay-X Entertainment,1,5155325.0
1157,Jeff Most Productions,3,335434898.0
1158,Jensen Farley Pictures,1,9171289.0
1159,Jeonwonsa Film,1,48398.0
1160,Jerkschool Productions,1,72689.0
1161,Jerry Bruckheimer Films,6,689039142.0
1162,Jerry Lewis Productions,1,103039258.0
1163,Jerry Weintraub Productions,2,220430892.0
1164,Jersey Films,3,115464975.0
1165,Jesse L. Lasky Feature Play Company,2,505306148.0
1166,Jet Films,1,5753490.0
1167,Jet Tone Production,1,302204.0
1168,Jigsaw Productions,1,33472850.0
1169,Jirafa,1,400134.0
1170,Joel Castleberg Productions,1,1334786.0
1171,John Frankenheimer Productions Inc.,1,22518097.0
1172,John Heyman/Peter Watkins Production,1,1165882.0
1173,John Krimsky and Gifford Cochran Inc.,1,1188194.0
1174,John Sexton Productions,1,1004558444.0
1175,Johnson Production Group,3,366457631.0
1176,Jomami Filmproduktion,1,2000000.0
1177,Joseph E. Levine Productions,1,2735731.0
1178,Joseph Hamilton International Productions,1,5588800.0
1179,Joseph M. Schenck Productions,2,5397312.0
1180,Journeyman Pictures,2,451233872.0
1181,Joyoung Films,1,358574.0
1182,Jubilee Pictures Corporation,1,22863596.0
1183,Julian Blaustein Productions Ltd.,1,6800000.0
1184,Julijette,1,67347013.0
1185,Jump the Fence Productions,1,358590.0
1186,Jupiter Film Productions,1,566736.0
1187,Just A Moment,1,3550000.0
1188,Just Singer Entertainment,1,1777043.0
1189,Jörn Donner Productions,1,8452.0
1190,K2 SA,1,38105395.0
1191,K5 Film,1,15520023.0
1192,KGB Films,1,196114570.0
1193,KMBO,1,62616646.0
1194,KTEH,1,1200000.0
1195,Kadokawa Pictures,1,33372606.0
1196,Kalyana Shira Film,1,29200000.0
1197,Kamala Films,1,585174222.0
1198,Kanoon,1,1579260.0
1199,Kanzaman,1,15699707.0
1200,Kaos Entertainment,1,248392.0
1201,Kaplan Film,1,4105187.0
1202,Karbonshark,1,37461045.0
1203,Kasander & Wigman Productions,1,224012234.0
1204,Kasander Film Company,1,467365246.0
1205,Kasbah-Film Tanger,1,17355.0
1206,Katalyst Films,1,1000000.0
1207,Katzka,1,88000.0
1208,Kavithalayaa Productions,1,553810228.0
1209,Kayos Productions,1,170764026.0
1210,Kazakhfilm Studios,1,6063556.0
1211,Keith Barish Productions,2,66764806.0
1212,Kemp Company,1,19000000.0
1213,Kennedy Miller,1,500000.0
1214,Kennedy Miller Productions,4,86187690.0
1215,Kennesset Productions,1,32645546.0
1216,Kickstart Productions,1,43058898.0
1217,Killer Films,5,81944257.0
1218,Kim Ki-Duk Film,1,8380329.0
1219,Kimera Film,1,173185859.0
1220,Kindred Limited Partnership,1,22905522.0
1221,Kings Road Entertainment,5,376452011.0
1222,Kino Korsakoff,1,102780.0
1223,Kino Lorber,1,8996802.0
1224,Kinodanz,1,197183546.0
1225,Kinodel,1,34854990.0
1226,Kinokompaniya CTB,1,64822796.0
1227,Kinowelt Filmproduktion,1,38368909.0
1228,Kintop Pictures,1,3342697.0
1229,Kiryûkan,1,201634991.0
1230,Klas Film,1,18315000.0
1231,Kmunications,1,4781454.0
1232,Kojo Pictures,1,43318349.0
1233,Koktebel Film Company,1,28281.0
1234,Konrad Pictures,4,65220000.0
1235,Kopelson Entertainment,2,292685356.0
1236,Korea Pictures,1,27165581.0
1237,Krasnaya Strela,1,214600.0
1238,Krasnoff Foster Productions,1,40239.0
1239,Krystal Motion Picture Productions,1,137551594.0
1240,Krátký film Praha,1,809000.0
1241,Kudos Productions Ltd.,1,6673422.0
1242,Kunsthochschule Kassel,1,181107.0
1243,Kuzui Enterprises,1,832735.0
1244,L.A. Films,1,42724017.0
1245,LEGO,1,52597999.0
1246,La Parti Productions,1,49111202.0
1247,La Sept Cinéma,1,235432.0
1248,Labyrinthe Films,1,11000000.0
1249,LadobleA,1,11207130.0
1250,Lafalot,1,243000.0
1251,Lakeshore Entertainment,7,206090157.0
1252,Lamb Bear Entertainment,1,45858563.0
1253,Lamitas,1,67182787.0
1254,Landing Patch Productions,1,230884728.0
1255,Langfilm,1,312242626.0
1256,Laokoon Filmgroup,1,18800000.0
1257,Larco Productions,1,16504936.0
1258,Large Format Cinema,1,480811.0
1259,Larry Levinson Productions,3,295513101.0
1260,Laugh-O-Gram Films,1,8927600.0
1261,Laura Ziskin Productions,2,34389050.0
1262,Laurel Entertainment Inc.,1,11567449.0
1263,Laurence Mark Productions,1,258656.0
1264,Lawrence Bender Productions,1,176153.0
1265,Lawrence Turman,1,5080409.0
1266,"Lawrence Turman Films, Inc.",1,47175038.0
1267,Lazennec Films,1,47355187.0
1268,Lazennec et Associés,1,4600000.0
1269,LazyTown Entertainment,1,14860766.0
1270,Le Pacte,2,4642353.0
1271,Le Studio Canal+,3,28249669.0
1272,Lea Film,1,29000000.0
1273,Left Bank Pictures,1,55635037.0
1274,Legendary Pictures,4,488899963.0
1275,Lenfilm,1,22159216.0
1276,Lenfilm Studio,1,13391174.0
1277,Leopard Drama,1,3566225.0
1278,Leopolis,1,147315.0
1279,Les Artistes Anonymes,1,16624456.0
1280,Les Films 13,1,8000000.0
1281,Les Films Alain Sarde,2,101151057.0
1282,Les Films Christian Fechner,3,44973864.0
1283,Les Films Concordia,2,12596576.0
1284,Les Films Marcel Pagnol,1,1143856.0
1285,Les Films Number One,1,5359645.0
1286,Les Films Raoul Ploquin,1,179379533.0
1287,Les Films de la Pléiade,1,14000000.0
1288,Les Films des Tournelles,1,319285.0
1289,Les Films du Carrosse,4,41089724.0
1290,Les Films du Losange,4,389721090.0
1291,Les Films du Poisson,1,25819961.0
1292,Les Productions Artistes Associés,3,221773630.0
1293,Les Productions du Trésor,2,28198016.0
1294,Les films du Worso,2,111647351.0
1295,Leslie Iwerks Productions,1,201584141.0
1296,Lew Seiler Productions,1,377910544.0
1297,Lewis Gilbert Productions,1,37000000.0
1298,Liberty Pictures,1,14011454.0
1299,Lietuvos Kinostudija,2,28007200.0
1300,Life Out Loud Films (LOL),1,42700000.0
1301,Lifetime,1,46069568.0
1302,Lifetime Television,1,34227298.0
1303,Lighthouse Pictures,1,50877145.0
1304,Lightning Entertainment,1,453079.0
1305,Lightning Pictures,2,103521377.0
1306,Lightstorm Entertainment,2,527959291.0
1307,Lightstream Pictures,1,34942188.0
1308,Likely Story,2,45832857.0
1309,Limited Edition Productions Inc.,1,103.0
1310,Lions Gate,1,414351546.0
1311,Lions Gate Enterntainment,1,1675381.0
1312,Lions Gate Entertainments,1,26820641.0
1313,Lions Gate Films,22,1728116718.0
1314,LionsGate,1,287553595.0
1315,Lionsgate,7,174422909.0
1316,Lippert Pictures,1,171760.0
1317,Lipsync Productions,1,81071.0
1318,Little Bird Films,1,29882645.0
1319,Little Crew Studios,1,74679822.0
1320,Little Dragon Productions,1,34441873.0
1321,Little Fugitive Production Company,1,867714.0
1322,Live Entertainment,2,76866381.0
1323,Ljubavny Film,1,40382659.0
1324,Lobster Enterprises,1,34411240.0
1325,London Film Productions,7,927127421.0
1326,London-Cannon Films,1,2154696.0
1327,Lone Star Corporation,2,67536026.0
1328,Lone Star Production,2,5905313.0
1329,Lorimar Film Entertainment,5,411083368.0
1330,Lorimar Motion Pictures,1,4916871.0
1331,Lorimar Productions,1,17292381.0
1332,Los Güeros Films,1,33053559.0
1333,Lotte Entertainment,4,109798396.0
1334,Loveless,1,5260000.0
1335,Lower East Side Films,1,58900031.0
1336,Lowndes Productions Limited,1,337580051.0
1337,Lube,1,176391.0
1338,Lucasfilm,12,1610310657.0
1339,Lucky Coffee Productions,1,542307423.0
1340,Lucky Monkey Pictures,1,17436509.0
1341,Lucky Red,1,1411927.0
1342,Lucky Red.,1,606694.0
1343,Lumen Films,1,23936908.0
1344,Lumière,1,3286448.0
1345,Lunde Film,1,35387212.0
1346,Lupo-Anthony-Quintano Productions,1,163442937.0
1347,Lux Film,5,88114920.0
1348,Lynn-Romero Productions,1,317000.0
1349,Légende Films,1,77278331.0
1350,M&M Productions,1,6126237.0
1351,M. O. B. Movies,1,27139524.0
1352,M.E.G.A. Films,1,88000000.0
1353,M6 Films,2,11101728.0
1354,MA.JA.DE Fiction,1,23321954.0
1355,MACT Productions,7,702781909.0
1356,MAFILM Stúdió 1,1,24527158.0
1357,MANIFOLD PICTURE,1,369907963.0
1358,MBF Erste Filmproduktionsgesellschaft,1,46.0
1359,MCI,1,211780824.0
1360,MCP Sound & Media GmbH,1,196781193.0
1361,MDP Filmproduktion,1,6585516.0
1362,MEDIA Programme of the European Union,3,182451512.0
1363,MFG-Film,1,2527904.0
1364,MGM Television,1,966550600.0
1365,MK2 Production,1,300000.0
1366,MK2 Productions,4,390410367.0
1367,MMG Film & TV Production,1,54667954.0
1368,MPI Home Video,1,22963701.0
1369,MTM Cineteve,1,105656.0
1370,MTV Films,1,162091208.0
1371,MURDER and murder Production,1,252712101.0
1372,Mace Neufeld Productions,1,4729352.0
1373,Mad Dimension,1,286000.0
1374,Made,1,56825.0
1375,Madeleine Films,1,107944236.0
1376,Madhouse,4,27927060.0
1377,Madman Entertainment,1,3324330.0
1378,Madras Talkies,1,39462438.0
1379,Magic Elevator,1,23020.0
1380,Magidson Films,1,13231461.0
1381,Magnolia Pictures,4,695527330.0
1382,Maguire Entertainment,1,268157400.0
1383,Main Street Movie Company,1,83282296.0
1384,Mainline Pictures,1,1796389.0
1385,Maipo,1,17693675.0
1386,Maipo Film,1,177856751.0
1387,Maipo Film- og TV Produksjon,1,111231041.0
1388,Making Movies Oy,1,108255770.0
1389,Maksim Gorki Studio,1,16002420.0
1390,Malay Film Productions Ltd.,1,11787127.0
1391,Malpaso Productions,5,1246365202.0
1392,Management 360,1,17280326.0
1393,Management Company Entertainment Group (MCEG),1,45892212.0
1394,Mandalay Pictures,1,121059225.0
1395,Mandalay Sports Media (MSM),1,18000000.0
1396,Mandalay Television,1,7103838.0
1397,Mandalay Vision,1,694713380.0
1398,Mandarin Film,1,3721345.0
1399,Mandarin Films,1,42426912.0
1400,Mandarin Films Distribution Co.,1,42487390.0
1401,Mandate Pictures,3,63185985.0
1402,Mandragora,1,142044638.0
1403,Mandragora Movies,1,7888102.0
1404,Mangusta Productions,1,15861566.0
1405,Mansfield Productions,1,201607.0
1406,Mantarraya Producciones,1,140.0
1407,Mapa Filmes,1,238470033.0
1408,Marauder Works,1,108286421.0
1409,Marc Platt Productions,1,17374595.0
1410,Marianna Films,1,23000000.0
1411,Marimark,1,300854823.0
1412,Marimark Productions,1,760883.0
1413,Mark Films Ltd.,1,70569.0
1414,Mark VII Ltd.,1,4200000.0
1415,Mars Dagitim,1,8574339.0
1416,Mars Distribution,2,34183769.0
1417,Marshall Law Entertainment,1,921974.0
1418,Marshall Raboy Productions,1,19985196.0
1419,Marubeni,1,17804565.0
1420,Marvel Studios,4,62140400.0
1421,Marvin Worth Productions,1,5546827.0
